Synonym	Start	Stop	Strand	Name	Synonym	Product	CS1	CS2	CS3	CS4	CS5	CS6	CS7	CS8	CS9	CS10	CS11	CS12	CS13	CS14	CS15	CS16	CS17	CS18	CS19	CS20	CS21	CS22	CS23	CS24	CS25	CS26	Entry	Entry name	Protein names	Gene names	Pathway	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Cross-reference (GeneID)	EC number	Cross-reference (STRING)	Cross-reference (KEGG)	Cross-reference (UniPathway)
b3291	3438024	3438434	+	mscL	b3291	mechanosensitive channel protein, high conductance	0	0	0	0	0	0	0	70	56	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	P0A742	MSCL_ECOLI	Large-conductance mechanosensitive channel	mscL yhdC b3291 JW3252		cellular water homeostasis [GO:0009992]; ion transmembrane transport [GO:0034220]; ion transport [GO:0006811]	integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]	identical protein binding [GO:0042802]; mechanosensitive ion channel activity [GO:0008381]	48727289;947787;		511145.b3291;	ecj:JW3252;eco:b3291;	
b3292	3439130	3438705	-	zntR	b3292	zntA gene transcriptional activator	0	0	0	0	45	0	0	0	0	111	0	0	25	69	9	0	0	0	0	0	0	0	0	0	0	0	P0ACS5	ZNTR_ECOLI	HTH-type transcriptional regulator ZntR (Zn(II)-responsive regulator of zntA)	zntR yhdM b3292 JW3254		positive regulation of transcription, DNA-templated [GO:0045893]; transcription, DNA-templated [GO:0006351]		bacterial-type cis-regulatory region sequence-specific DNA binding [GO:0000986]; DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription factor activity [GO:0003700]; zinc ion binding [GO:0008270]	48727291;947786;		511145.b3292;	ecj:JW3254;eco:b3292;	
b3293	3439509	3439141	-	yhdN	b3293	DUF1992 family protein	0	0	0	0	53	0	0	0	0	17	0	0	46	0	63	0	0	0	0	0	111	0	0	0	0	0	P36677	YHDN_ECOLI	Uncharacterized protein YhdN	yhdN b3293 JW3255					947785;		511145.b3293;	ecj:JW3255;eco:b3293;	
b3294	3439999	3439616	-	rplQ	b3294	50S ribosomal subunit protein L17	62	0	0	0	167	0	35	105	179	50	17	82	168	45	47	274	0	121	0	158	24	0	0	0	0	36	P0AG44	RL17_ECOLI	50S ribosomal protein L17 (Large ribosomal subunit protein bL17)	rplQ b3294 JW3256		ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]	structural constituent of ribosome [GO:0003735]	52075131;947784;		511145.b3294;	ecj:JW3256;eco:b3294;	
b3295	3441029	3440040	-	rpoA	b3295	RNA polymerase, alpha subunit	458	239	316	395	334	140	131	647	271	1640	341	453	619	913	1007	1203	1799	1838	902	1724	650	323	228	57	734	181	P0A7Z4	RPOA_ECOLI	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA pez phs sez b3295 JW3257		transcription, DNA-templated [GO:0006351]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]	52075130;947794;	2.7.7.6	511145.b3295;	ecj:JW3257;eco:b3295;	
b3296	3441675	3441055	-	rpsD	b3296	30S ribosomal subunit protein S4	885	640	1457	794	1058	662	852	1254	282	5551	1465	2091	3012	1476	3381	6232	2587	2576	2638	4231	2239	301	0	135	739	410	P0A7V8	RS4_ECOLI	30S ribosomal protein S4 (Small ribosomal subunit protein uS4)	rpsD ramA b3296 JW3258		DNA-templated transcription, termination [GO:0006353]; maintenance of translational fidelity [GO:1990145]; negative regulation of translational initiation [GO:0045947]; positive regulation of translational fidelity [GO:0045903]; response to antibiotic [GO:0046677]; ribosomal small subunit assembly [GO:0000028]; transcription antitermination [GO:0031564]	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]	mRNA 5'-UTR binding [GO:0048027]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation repressor activity, mRNA regulatory element binding [GO:0000900]	52075129;947793;		511145.b3296;	ecj:JW3258;eco:b3296;	
b3297	3442098	3441709	-	rpsK	b3297	30S ribosomal subunit protein S11	647	402	620	415	1527	683	1276	688	193	4276	989	1283	2618	1880	3012	4433	2070	829	1991	1398	2472	62	0	89	365	581	P0A7R9	RS11_ECOLI	30S ribosomal protein S11 (Small ribosomal subunit protein uS11)	rpsK b3297 JW3259		maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]	mRNA 5'-UTR binding [GO:0048027]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]	52075128;947792;		511145.b3297;	ecj:JW3259;eco:b3297;	
b3298	3442471	3442115	-	rpsM	b3298	30S ribosomal subunit protein S13	445	545	443	498	955	543	412	649	280	4450	1298	1069	2352	1766	3603	3831	871	1144	2469	1917	1883	0	103	65	649	215	P0A7S9	RS13_ECOLI	30S ribosomal protein S13 (Small ribosomal subunit protein uS13)	rpsM b3298 JW3260		translation [GO:0006412]	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	52075127;947791;		511145.b3298;	ecj:JW3260;eco:b3298;	
b3299	3442734	3442618	-	rpmJ	b3299	50S ribosomal subunit protein L36	563	0	234	142	1435	174	611	398	0	2255	216	918	1900	928	1870	1948	1341	2360	1156	1925	588	0	0	261	977	269	P0A7Q6	RL36_ECOLI	50S ribosomal protein L36 (Large ribosomal subunit protein bL36-A) (Ribosomal protein B)	rpmJ b3299 JW3261		translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	structural constituent of ribosome [GO:0003735]	9127147;947805;		511145.b3299;	ecj:JW3261;eco:b3299;	
b3300	3444097	3442766	-	secY	b3300	preprotein translocase membrane subunit	452	165	320	180	527	0	442	335	93	1799	424	478	862	428	1017	1532	612	658	557	872	626	0	234	4	218	53	P0AGA2	SECY_ECOLI	Protein translocase subunit SecY	secY prlA b3300 JW3262		intracellular protein transmembrane transport [GO:0065002]; intracellular protein transport [GO:0006886]; protein insertion into membrane from inner side [GO:0032978]; protein transport by the Sec complex [GO:0043952]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]	cell envelope Sec protein transport complex [GO:0031522]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	protein transmembrane transporter activity [GO:0008320]; signal sequence binding [GO:0005048]	52075125;947799;		511145.b3300;	ecj:JW3262;eco:b3300;	
b3301	3444539	3444105	-	rplO	b3301	50S ribosomal subunit protein L15	458	725	512	352	778	515	612	782	423	3141	654	1207	2057	1056	2137	2343	692	1208	1856	708	1464	0	0	142	0	129	P02413	RL15_ECOLI	50S ribosomal protein L15 (Large ribosomal subunit protein uL15)	rplO b3301 JW3263		translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	947798;		511145.b3301;	ecj:JW3263;eco:b3301;	
b3302	3444722	3444543	-	rpmD	b3302	50S ribosomal subunit protein L30	337	285	60	97	314	254	176	578	188	1495	337	193	617	352	1132	1485	582	1687	925	1489	509	0	0	168	0	460	P0AG51	RL30_ECOLI	50S ribosomal protein L30 (Large ribosomal subunit protein uL30)	rpmD b3302 JW3264		ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	structural constituent of ribosome [GO:0003735]	52075123;947797;		511145.b3302;	ecj:JW3264;eco:b3302;	
b3303	3445229	3444726	-	rpsE	b3303	30S ribosomal subunit protein S5	437	185	633	207	270	182	435	468	90	1697	224	797	831	375	824	2018	747	1134	782	1456	716	0	272	0	360	421	P0A7W1	RS5_ECOLI	30S ribosomal protein S5 (Small ribosomal subunit protein uS5)	rpsE spc b3303 JW3265		maintenance of translational fidelity [GO:1990145]; response to antibiotic [GO:0046677]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	49582737;947795;		511145.b3303;	ecj:JW3265;eco:b3303;	
b3304	3445597	3445244	-	rplR	b3304	50S ribosomal subunit protein L18	154	189	555	27	517	6	560	604	124	2039	421	827	1765	543	1067	1289	1104	2052	1166	1706	730	157	301	0	246	44	P0C018	RL18_ECOLI	50S ribosomal protein L18 (Large ribosomal subunit protein uL18)	rplR b3304 JW3266		translation [GO:0006412]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]	5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]	52113887;947804;		511145.b3304;	ecj:JW3266;eco:b3304;	
b3305	3446140	3445607	-	rplF	b3305	50S ribosomal subunit protein L6	295	523	111	35	808	78	775	387	196	2993	658	865	1346	569	1884	2094	1892	1820	1526	1630	1075	178	0	0	256	177	P0AG55	RL6_ECOLI	50S ribosomal protein L6 (Large ribosomal subunit protein uL6)	rplF b3305 JW3267		cytoplasmic translation [GO:0002181]; response to antibiotic [GO:0046677]; ribosomal large subunit assembly [GO:0000027]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	52075120;947803;		511145.b3305;	ecj:JW3267;eco:b3305;	
b3306	3446545	3446153	-	rpsH	b3306	30S ribosomal subunit protein S8	184	299	451	34	349	138	411	522	59	1060	216	428	450	224	1213	1335	773	527	913	1135	684	170	0	105	100	296	P0A7W7	RS8_ECOLI	30S ribosomal protein S8 (Small ribosomal subunit protein uS8)	rpsH b3306 JW3268		regulation of mRNA stability [GO:0043488]; regulation of translation [GO:0006417]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	52075119;947802;		511145.b3306;	ecj:JW3268;eco:b3306;	
b3307	3446884	3446579	-	rpsN	b3307	30S ribosomal subunit protein S14	629	570	740	402	1810	535	1163	1034	352	3244	974	638	3346	782	2064	3057	856	1130	1944	1086	981	46	0	0	165	0	P0AG59	RS14_ECOLI	30S ribosomal protein S14 (Small ribosomal subunit protein uS14)	rpsN b3307 JW3269		ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	52075118;947801;		511145.b3307;	ecj:JW3269;eco:b3307;	
b3308	3447438	3446899	-	rplE	b3308	50S ribosomal subunit protein L5	582	775	258	497	1500	149	691	1047	408	2157	787	1010	2307	852	2121	2888	2088	991	1981	944	1332	344	0	0	818	223	P62399	RL5_ECOLI	50S ribosomal protein L5 (Large ribosomal subunit protein uL5)	rplE b3308 JW3270		ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]	5S rRNA binding [GO:0008097]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	52075117;947800;		511145.b3308;	ecj:JW3270;eco:b3308;	
b3309	3447767	3447453	-	rplX	b3309	50S ribosomal subunit protein L24	481	73	891	441	695	242	216	274	432	1952	599	634	1885	474	1363	2475	658	416	855	477	755	40	0	0	186	434	P60624	RL24_ECOLI	50S ribosomal protein L24 (Large ribosomal subunit protein uL24)	rplX b3309 JW3271		ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	9127157;947810;		511145.b3309;	ecj:JW3271;eco:b3309;	
b3310	3448149	3447778	-	rplN	b3310	50S ribosomal subunit protein L14	319	153	425	44	224	157	254	148	115	803	168	311	682	429	553	1025	133	198	400	563	92	150	0	0	209	520	P0ADY3	RL14_ECOLI	50S ribosomal protein L14 (Large ribosomal subunit protein uL14)	rplN b3310 JW3272		translation [GO:0006412]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	52075115;947809;		511145.b3310;	ecj:JW3272;eco:b3310;	
b3311	3448568	3448314	-	rpsQ	b3311	30S ribosomal subunit protein S17	0	0	122	0	0	114	0	0	0	557	98	0	320	0	164	596	417	0	354	43	170	131	0	0	0	0	P0AG63	RS17_ECOLI	30S ribosomal protein S17 (Small ribosomal subunit protein uS17)	rpsQ neaA b3311 JW3273		response to antibiotic [GO:0046677]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	rRNA binding [GO:0019843]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]	52075114;947808;		511145.b3311;	ecj:JW3273;eco:b3311;	
b3312	3448759	3448568	-	rpmC	b3312	50S ribosomal subunit protein L29	194	0	292	73	0	110	0	11	0	1120	313	99	561	204	804	844	1746	199	691	281	254	174	0	0	193	0	P0A7M6	RL29_ECOLI	50S ribosomal protein L29 (Large ribosomal subunit protein uL29)	rpmC b3312 JW3274		ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	52075113;947807;		511145.b3312;	ecj:JW3274;eco:b3312;	
b3313	3449169	3448759	-	rplP	b3313	50S ribosomal subunit protein L16	573	107	149	57	13	110	27	283	92	1115	273	372	692	230	1140	1688	1241	981	388	772	371	157	0	0	94	175	P0ADY7	RL16_ECOLI	50S ribosomal protein L16 (Large ribosomal subunit protein uL16)	rplP b3313 JW3275		ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	52075112;947806;		511145.b3313;	ecj:JW3275;eco:b3313;	
b3314	3449883	3449182	-	rpsC	b3314	30S ribosomal subunit protein S3	336	383	714	0	419	203	413	364	18	2400	650	881	1776	710	2170	3793	1007	1010	1502	1294	1030	123	0	295	0	0	P0A7V3	RS3_ECOLI	30S ribosomal protein S3 (Small ribosomal subunit protein uS3)	rpsC b3314 JW3276		ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	9127162;947814;		511145.b3314;	ecj:JW3276;eco:b3314;	
b3315	3450233	3449901	-	rplV	b3315	50S ribosomal subunit protein L22	282	74	393	205	92	55	640	673	140	2520	499	1285	1917	627	1435	2552	1052	1755	1515	784	725	71	0	0	0	211	P61175	RL22_ECOLI	50S ribosomal protein L22 (Large ribosomal subunit protein uL22)	rplV eryB b3315 JW3277		response to antibiotic [GO:0046677]; ribosome assembly [GO:0042255]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; polysomal ribosome [GO:0042788]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	53886463;947813;		511145.b3315;	ecj:JW3277;eco:b3315;	
b3316	3450526	3450248	-	rpsS	b3316	30S ribosomal subunit protein S19	666	335	494	369	647	199	503	580	317	2975	1334	1429	3528	1235	2593	6101	3455	2980	2665	2659	2430	136	142	200	403	1327	P0A7U3	RS19_ECOLI	30S ribosomal protein S19 (Small ribosomal subunit protein uS19)	rpsS b3316 JW3278		ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	52075109;947811;		511145.b3316;	ecj:JW3278;eco:b3316;	
b3317	3451364	3450543	-	rplB	b3317	50S ribosomal subunit protein L2	552	341	499	122	908	236	838	587	62	3274	836	619	2488	537	2285	4844	1067	1371	2086	1086	1135	35	51	0	271	325	P60422	RL2_ECOLI	50S ribosomal protein L2 (Large ribosomal subunit protein uL2)	rplB b3317 JW3279		cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]	RNA binding [GO:0003723]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]; zinc ion binding [GO:0008270]	52075108;947820;		511145.b3317;	ecj:JW3279;eco:b3317;	
b3318	3451684	3451382	-	rplW	b3318	50S ribosomal subunit protein L23	829	510	1393	172	1512	148	643	900	0	2408	966	944	2998	900	2046	3454	2058	1847	1420	1490	628	0	1	0	226	0	P0ADZ0	RL23_ECOLI	50S ribosomal protein L23 (Large ribosomal subunit protein uL23)	rplW b3318 JW3280		ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	52075107;947819;		511145.b3318;	ecj:JW3280;eco:b3318;	
b3319	3452286	3451681	-	rplD	b3319	50S ribosomal subunit protein L4	237	262	219	283	589	127	612	585	0	2322	526	842	2179	802	1571	3176	1231	1084	1642	1336	856	244	96	0	149	126	P60723	RL4_ECOLI	50S ribosomal protein L4 (Large ribosomal subunit protein uL4)	rplD eryA b3319 JW3281		DNA-templated transcription, termination [GO:0006353]; negative regulation of endoribonuclease activity [GO:0060702]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of translation [GO:0017148]; response to antibiotic [GO:0046677]; ribosome assembly [GO:0042255]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; polysomal ribosome [GO:0042788]	endoribonuclease inhibitor activity [GO:0060698]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation repressor activity [GO:0030371]	9127167;947818;		511145.b3319;	ecj:JW3281;eco:b3319;	
b3320	3452926	3452297	-	rplC	b3320	50S ribosomal subunit protein L3	404	346	296	222	949	371	342	396	29	1870	674	626	1758	463	1747	2714	974	1348	1175	1718	899	75	0	0	85	162	P60438	RL3_ECOLI	50S ribosomal protein L3 (Large ribosomal subunit protein uL3)	rplC b3320 JW3282		ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	52075105;947817;		511145.b3320;	ecj:JW3282;eco:b3320;	
b3321	3453270	3452959	-	rpsJ	b3321	30S ribosomal subunit protein S10	174	153	126	25	247	238	0	210	0	756	59	20	532	115	1074	922	125	439	363	462	128	0	0	0	0	28	P0A7R5	RS10_ECOLI	30S ribosomal protein S10 (Small ribosomal subunit protein uS10)	rpsJ nusE b3321 JW3283		transcription antitermination [GO:0031564]; translation [GO:0006412]	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]	structural constituent of ribosome [GO:0003735]; transcription antitermination factor activity, RNA binding [GO:0001072]; tRNA binding [GO:0000049]	52075104;947816;		511145.b3321;	ecj:JW3283;eco:b3321;	
b3322	3453927	3453508	-	gspB	b3322	part of gsp divergon involved in type II protein secretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P03825	GSPB_ECOLI	Putative general secretion pathway protein B	gspB pinO pioO pno b3322 JW3284			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		947826;		511145.b3322;	ecj:JW3284;eco:b3322;	
b3323	3455398	3453929	-	gspA	b3323	general secretory pathway component, cryptic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P45756	GSPA_ECOLI	Putative general secretion pathway protein A	gspA yheD b3323 JW3285			cytosol [GO:0005829]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]	947825;		511145.b3323;	ecj:JW3285;eco:b3323;	
b3324	3455578	3456393	+	gspC	b3324	general secretory pathway component, cryptic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P45757	GSPC_ECOLI	Putative type II secretion system protein C (T2SS protein C) (Putative general secretion pathway protein C)	gspC yheE b3324 JW3286		protein secretion by the type II secretion system [GO:0015628]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]		947824;		511145.b3324;	ecj:JW3286;eco:b3324;	
b3325	3456377	3458329	+	gspD	b3325	general secretory pathway component, cryptic	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	P45758	GSPD_ECOLI	Putative secretin GspD (Putative general secretion pathway protein D) (Putative type II secretion system protein D) (T2SS protein D)	gspD yheF b3325 JW5707		protein secretion [GO:0009306]; protein secretion by the type II secretion system [GO:0015628]	cell outer membrane [GO:0009279]; integral component of membrane [GO:0016021]; type II protein secretion system complex [GO:0015627]	identical protein binding [GO:0042802]	947822;		511145.b3325;	ecj:JW5707;eco:b3325;	
b3326	3458339	3459820	+	gspE	b3326	general secretory pathway component, cryptic	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	P45759	GSPE_ECOLI	Putative type II secretion system protein E (T2SS protein E) (Putative general secretion pathway protein E) (Type II traffic warden ATPase)	gspE yheG b3326 JW3288		protein secretion by the type II secretion system [GO:0015628]	plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]	947823;		511145.b3326;	ecj:JW3288;eco:b3326;	
b3327	3459817	3461013	+	gspF	b3327	general secretory pathway component, cryptic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P41441	GSPF_ECOLI	Putative type II secretion system protein F (T2SS protein F) (General secretion pathway protein F) (Protein transport protein HofF)	gspF hofF hopF b3327 JW3289		protein secretion by the type II secretion system [GO:0015628]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]	metal ion binding [GO:0046872]	947829;		511145.b3327;	ecj:JW3289;eco:b3327;	
b3328	3461023	3461460	+	gspG	b3328	pseudopilin, cryptic, general secretion pathway	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P41442	GSPG_ECOLI	Type II secretion system core protein G (T2SS core protein G) (Protein transport protein HofG) (Putative general secretion pathway protein G)	gspG hofG hopG b3328 JW3290		protein secretion by the type II secretion system [GO:0015628]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]		947827;		511145.b3328;	ecj:JW3290;eco:b3328;	
b3329	3461468	3461977	+	gspH	b3329	putative general secretory pathway component, cryptic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	P41443	GSPH_ECOLI	Type II secretion system protein H (T2SS minor pseudopilin H) (General secretion pathway protein H) (Protein transport protein HofH) (Putative general secretion pathway protein H)	gspH hofH hopH b3329 JW3291		protein secretion by the type II secretion system [GO:0015628]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]		947834;		511145.b3329;	ecj:JW3291;eco:b3329;	
b3330	3461974	3462351	+	gspI	b3330	general secretory pathway component, cryptic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P45760	GSPI_ECOLI	Putative type II secretion system protein I (T2SS minor pseudopilin I) (Putative general secretion pathway protein I)	gspI yheH b3330 JW5706		protein secretion by the type II secretion system [GO:0015628]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]		947833;		511145.b3330;	ecj:JW5706;eco:b3330;	
b3331	3462344	3462931	+	gspJ	b3331	putative general secretory pathway component, cryptic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P45761	GSPJ_ECOLI	Type II secretion system protein J (T2SS protein J) (Putative general secretion pathway protein J)	gspJ yheI b3331 JW3293		protein secretion by the type II secretion system [GO:0015628]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]		947832;		511145.b3331;	ecj:JW3293;eco:b3331;	
b3332	3462924	3463907	+	gspK	b3332	general secretory pathway component, cryptic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P45762	GSPK_ECOLI	Putative type II secretion system protein K (T2SS protein K) (Putative general secretion pathway protein K)	gspK yheJ b3332 JW3294		protein secretion [GO:0009306]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		947831;		511145.b3332;	ecj:JW3294;eco:b3332;	
b3333	3463922	3465085	+	gspL	b3333	general secretory pathway component, cryptic	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	P45763	GSPL_ECOLI	Putative type II secretion system protein L (T2SS protein L) (Putative general secretion pathway protein L)	gspL yheK b3333 JW5705		protein secretion by the type II secretion system [GO:0015628]	Gram-negative-bacterium-type cell wall [GO:0009276]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]		947842;		511145.b3333;	ecj:JW5705;eco:b3333;	
b3334	3465082	3465543	+	gspM	b3334	general secretory pathway component, cryptic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P36678	GSPM_ECOLI	Putative type II secretion system protein M (T2SS protein M) (Putative general secretion pathway protein M) (Transport protein PshM)	gspM hopZ pshM b3334 JW5704		protein secretion by the type II secretion system [GO:0015628]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]		947841;		511145.b3334;	ecj:JW5704;eco:b3334;	
b3335	3465543	3466220	+	gspO	b3335	bifunctional prepilin leader peptidase/ methylase	0	0	0	15	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P25960	LEP4_ECOLI	Prepilin leader peptidase/N-methyltransferase [Includes: Leader peptidase (EC 3.4.23.43) (Prepilin peptidase); N-methyltransferase (EC 2.1.1.-)]	gspO hofD hopD hopO yheC b3335 JW3297		signal peptide processing [GO:0006465]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	aspartic-type endopeptidase activity [GO:0004190]; transferase activity [GO:0016740]	947840;	3.4.23.43; 2.1.1.-	511145.b3335;	ecj:JW3297;eco:b3335;	
